mic	X1	X2	value
18	RAPGEF5	WFS1	0.5254
9	STK35	WFS1	0.8503
17	ZNF608	WFS1	0.5357
11	AKT3	WFS1	0.6627
1	ELF2	WFS1	0.6787
6	FBXO31	WFS1	0.6694
9	LUC7L3	WFS1	0.6312
3	MBOAT2	WFS1	0.6164
12	TCTN1	WFS1	0.541
14	TRPC1	WFS1	0.5305
17	VPS35	WFS1	0.7501
1	ZFY	WFS1	0.6241
6	ZNF93	WFS1	0.7698
6	SEL1L3	WNK4	0.5028
10	SORT1	WNK4	0.6641
1	FADS2	WNT4	0.5944
20	HDGF	WNT4	0.5367
6	KRT7	WNT4	0.5914
13	LMNB1	WNT4	0.5367
21	RACGAP1	WNT4	0.656
38	SORT1	WNT4	0.5656
25	WNK1	WNT4	0.6833
16	PPIG	WNT4	0.5783
7	ZNF569	WNT4	0.5968
7	AK2	WNT5A	0.5689
9	DTL	WNT5A	0.7415
5	FADS2	WNT5A	0.5664
16	HDGF	WNT5A	0.7087
3	HUNK	WNT5A	0.6442
7	PRR5-ARHGAP8	WNT5A	0.8379
41	UGT8	WNT5A	0.884
4	ZNF707	WNT5A	0.6001
2	AK2	WNT5B	0.6954
3	AP1S1	WNT5B	0.6182
1	AURKA	WNT5B	0.8173
1	FADS2	WNT5B	0.6219
4	GRHL2	WNT5B	0.8791
16	HDGF	WNT5B	0.7643
1	HUNK	WNT5B	0.8405
7	PRR5-ARHGAP8	WNT5B	0.8654
6	PTPRS	WNT5B	0.8078
23	RAPGEF5	WNT5B	0.747
26	STK35	WNT5B	0.8018
28	TCF7L2	WNT5B	0.8387
23	UGT8	WNT5B	0.577
36	ZNF608	WNT5B	0.5205
9	ZNF707	WNT5B	0.7552
1	AQR	WNT5B	0.5054
1	FBXO31	WNT5B	0.7731
7	PLEKHA5	WNT5B	0.5398
1	DDAH1	XPA	0.5293
3	RASGRP1	XPA	0.5826
1	CRYM-AS1	XPA	0.6964
6	MOB1B	XPA	0.5825
3	TMEM161B	XPA	0.5769
13	ZNF292	XPA	0.7547
4	AK2	XPC	0.7941
2	ATP1A1	XPC	0.5876
7	DTL	XPC	0.5322
2	HUNK	XPC	0.874
10	LAMP1	XPC	0.5874
4	PTPRS	XPC	0.6076
20	RAPGEF5	XPC	0.5262
21	TCF7L2	XPC	0.8632
14	TM9SF4	XPC	0.5413
6	ZNF707	XPC	0.5717
2	AQR	XPC	0.5025
1	FBXO31	XPC	0.618
2	MOB1B	XPC	0.5468
2	PELI2	XPC	0.5979
12	PLEKHA5	XPC	0.517
13	REPS2	XPC	0.5491
9	TMEM38B	XPC	0.5653
12	AP1S1	ZBTB16	0.5251
13	AKT3	ZBTB16	0.5208
1	AQR	ZBTB16	0.5326
10	CNOT7	ZBTB16	0.6305
1	CRYM-AS1	ZBTB16	0.8404
1	FBXO31	ZBTB16	0.5395
4	HSDL2	ZBTB16	0.6841
11	MBOAT2	ZBTB16	0.6884
13	MOB1B	ZBTB16	0.6846
4	OCRL	ZBTB16	0.8676
30	REPS2	ZBTB16	0.5945
22	TCTN1	ZBTB16	0.5969
21	TMEM161B	ZBTB16	0.835
36	ZNF292	ZBTB16	0.7707
2	LGALS3BP	ZEB1	0.6115
4	NCAPG	ZEB1	0.6509
26	SEL1L3	ZEB1	0.9383
38	SORT1	ZEB1	0.7224
9	ULK4	ZEB1	0.659
14	LRCH2	ZEB1	0.53
42	COL1A2	ZEB2	0.6058
6	LGALS3BP	ZEB2	0.7485
50	SEL1L3	ZEB2	0.6204
25	ATP8A1	ZEB2	0.7937
41	LRCH2	ZEB2	0.6172
10	PLEKHH2	ZEB2	0.5627
66	SFMBT2	ZEB2	0.5108
85	SLC22A3	ZEB2	0.6619
75	SNCAIP	ZEB2	0.6828
45	TPTE2P3	ZEB2	0.569
130	TRHDE	ZEB2	0.5407
15	COL1A2	ZFYVE16	0.8581
4	KRT7	ZFYVE16	0.526
3	LGALS3BP	ZFYVE16	0.6019
11	ATP8A1	ZFYVE16	0.7656
38	SNCAIP	ZFYVE16	0.5932
26	TPTE2P3	ZFYVE16	0.5979
59	TRHDE	ZFYVE16	0.6792
4	AK2	ZNF287	0.6553
8	AP1S1	ZNF287	0.7176
7	AURKA	ZNF287	0.5905
2	FADS2	ZNF287	0.8278
5	HDGF	ZNF287	0.8747
1	HUNK	ZNF287	0.6842
12	LMNB1	ZNF287	0.5465
9	PRKX	ZNF287	0.6299
5	PRR5-ARHGAP8	ZNF287	0.5758
14	RACGAP1	ZNF287	0.5472
23	RAPGEF5	ZNF287	0.757
10	SKA3	ZNF287	0.5033
18	STK35	ZNF287	0.7005
35	TCF7L2	ZNF287	0.5082
1	AQR	ZNF287	0.6801
5	ATXN3	ZNF287	0.5493
1	FAM210B	ZNF287	0.5037
3	FBXO31	ZNF287	0.6019
3	PELI2	ZNF287	0.5502
7	PLEKHA5	ZNF287	0.5344
24	REPS2	ZNF287	0.6042
16	TMEM50B	ZNF287	0.5742
9	TRPC1	ZNF287	0.7084
15	ZNF66	ZNF287	0.5387
6	ZNF93	ZNF287	0.5066
6	FADS2	ZNF738	0.8905
13	HDGF	ZNF738	0.8147
18	PRR5-ARHGAP8	ZNF738	0.5664
29	UGT8	ZNF738	0.6824
2	L3MBTL4	ZNF738	0.6808
10	PPIG	ZNF738	0.6781
47	TGFBR3	ZNF738	0.6652
34	TMEM38B	ZNF738	0.5317
12	TRPC1	ZNF738	0.6278
